,FLARE_TYPE,COINCIDENCE,TOTUSJZ_1,TOTUSJZ_2,TOTUSJZ_3,TOTUSJZ_4,TOTUSJZ_5,TOTUSJZ_6,TOTUSJZ_7,TOTUSJZ_8,TOTUSJZ_9,TOTUSJZ_10,TOTUSJZ_11,TOTUSJZ_12,TOTUSJZ_13,TOTUSJZ_14,TOTUSJZ_15,TOTUSJZ_16,TOTUSJZ_17,TOTUSJZ_18,TOTUSJZ_19,TOTUSJZ_20
622,C,True,31299000000000.0,30675000000000.0,30808000000000.0,30860000000000.0,31234000000000.0,31256000000000.0,30808000000000.0,31470000000000.0,32185000000000.0,32375000000000.0,32408000000000.0,32875000000000.0,32043000000000.0,32388000000000.0,32130000000000.0,32651000000000.0,32710000000000.0,32652000000000.0,33111000000000.0,32721000000000.0
623,C,False,37800000000000.0,38250000000000.0,37561000000000.0,37115000000000.0,37281000000000.0,38088000000000.0,38636000000000.0,38968000000000.0,39766000000000.0,39269000000000.0,39555000000000.0,39049000000000.0,39354000000000.0,43021000000000.0,38612000000000.0,38979000000000.0,42058000000000.0,39987000000000.0,38547000000000.0,38710000000000.0
624,C,False,31215000000000.0,31164000000000.0,31176000000000.0,29866000000000.0,28034000000000.0,26770000000000.0,25586000000000.0,23691000000000.0,23439000000000.0,23416000000000.0,23214000000000.0,22756000000000.0,22544000000000.0,23067000000000.0,22649000000000.0,23391000000000.0,23431000000000.0,23205000000000.0,23117000000000.0,23320000000000.0
625,C,False,9413300000000.0,9512600000000.0,9602000000000.0,9585400000000.0,9490500000000.0,9380400000000.0,9330500000000.0,9607200000000.0,9633300000000.0,10012000000000.0,10007000000000.0,10454000000000.0,10279000000000.0,10601000000000.0,10763000000000.0,11251000000000.0,11193000000000.0,11366000000000.0,11281000000000.0,11252000000000.0
626,C,True,10207000000000.0,10321000000000.0,10439000000000.0,10211000000000.0,11280000000000.0,10462000000000.0,10904000000000.0,10817000000000.0,10605000000000.0,11201000000000.0,11385000000000.0,10876000000000.0,10968000000000.0,10961000000000.0,10740000000000.0,10821000000000.0,12078000000000.0,11045000000000.0,11392000000000.0,11434000000000.0
627,C,False,13656000000000.0,13442000000000.0,12954000000000.0,12901000000000.0,12854000000000.0,13189000000000.0,13493000000000.0,13195000000000.0,13278000000000.0,13415000000000.0,13645000000000.0,13512000000000.0,13435000000000.0,13889000000000.0,13694000000000.0,14042000000000.0,13970000000000.0,14363000000000.0,13988000000000.0,13751000000000.0
628,C,False,58124000000000.0,58798000000000.0,59159000000000.0,59947000000000.0,59303000000000.0,58944000000000.0,58887000000000.0,58619000000000.0,58278000000000.0,56847000000000.0,56673000000000.0,56318000000000.0,56675000000000.0,56779000000000.0,56867000000000.0,56898000000000.0,57098000000000.0,57472000000000.0,57076000000000.0,56443000000000.0
629,C,False,10785000000000.0,10985000000000.0,11099000000000.0,10865000000000.0,10923000000000.0,11012000000000.0,10511000000000.0,10710000000000.0,11381000000000.0,11336000000000.0,11399000000000.0,11729000000000.0,11663000000000.0,11396000000000.0,11631000000000.0,11306000000000.0,11530000000000.0,11457000000000.0,11285000000000.0,11431000000000.0
630,C,False,2048500000000.0,2142800000000.0,2141000000000.0,2035500000000.0,2236600000000.0,2230700000000.0,2271300000000.0,2337000000000.0,2369800000000.0,2534600000000.0,2429400000000.0,2568900000000.0,2713300000000.0,2417700000000.0,2571100000000.0,2583400000000.0,2664700000000.0,2597900000000.0,2768200000000.0,2749500000000.0
631,C,False,46588000000000.0,46987000000000.0,47129000000000.0,46185000000000.0,46440000000000.0,46729000000000.0,46107000000000.0,46898000000000.0,46874000000000.0,47238000000000.0,47461000000000.0,47709000000000.0,48221000000000.0,48122000000000.0,48320000000000.0,49254000000000.0,49250000000000.0,49362000000000.0,48491000000000.0,48311000000000.0
632,C,False,69119000000000.0,69388000000000.0,69045000000000.0,69666000000000.0,69716000000000.0,70271000000000.0,70128000000000.0,70138000000000.0,70001000000000.0,69181000000000.0,69273000000000.0,68526000000000.0,68621000000000.0,68478000000000.0,68164000000000.0,68632000000000.0,68265000000000.0,67527000000000.0,67555000000000.0,68176000000000.0
633,C,True,18123000000000.0,18306000000000.0,18299000000000.0,18048000000000.0,18299000000000.0,18878000000000.0,19110000000000.0,19538000000000.0,19841000000000.0,19996000000000.0,20457000000000.0,19474000000000.0,19163000000000.0,18076000000000.0,17719000000000.0,17301000000000.0,17249000000000.0,17483000000000.0,17467000000000.0,17156000000000.0
634,C,False,41638000000000.0,41328000000000.0,40567000000000.0,39857000000000.0,39598000000000.0,39650000000000.0,39101000000000.0,39759000000000.0,40003000000000.0,39917000000000.0,41143000000000.0,41771000000000.0,40613000000000.0,40884000000000.0,40798000000000.0,40848000000000.0,41231000000000.0,41610000000000.0,41665000000000.0,41212000000000.0
635,C,False,4414900000000.0,4664800000000.0,4849600000000.0,4840800000000.0,4744800000000.0,4732000000000.0,4834300000000.0,4761100000000.0,4780400000000.0,4606000000000.0,4374500000000.0,4612300000000.0,4321200000000.0,4243900000000.0,4435300000000.0,4553700000000.0,4349600000000.0,4384500000000.0,4499700000000.0,4545400000000.0
636,C,False,3841600000000.0,4067800000000.0,4057800000000.0,4065000000000.0,4349800000000.0,4162700000000.0,4117700000000.0,4151600000000.0,4183600000000.0,4393300000000.0,4457200000000.0,4806300000000.0,4726500000000.0,4845400000000.0,4956300000000.0,4830900000000.0,5037400000000.0,5113700000000.0,5314900000000.0,5393100000000.0
637,C,False,30138000000000.0,30546000000000.0,30446000000000.0,30712000000000.0,31004000000000.0,30271000000000.0,30181000000000.0,31019000000000.0,31194000000000.0,31163000000000.0,30772000000000.0,31093000000000.0,31207000000000.0,30927000000000.0,30875000000000.0,31261000000000.0,31446000000000.0,32224000000000.0,31723000000000.0,31640000000000.0
638,C,True,16908000000000.0,17316000000000.0,16931000000000.0,16885000000000.0,16950000000000.0,16866000000000.0,16506000000000.0,16458000000000.0,16403000000000.0,16478000000000.0,16597000000000.0,16598000000000.0,16684000000000.0,16542000000000.0,16828000000000.0,16954000000000.0,16884000000000.0,17023000000000.0,17179000000000.0,17303000000000.0
639,C,False,2801000000000.0,2759600000000.0,2688500000000.0,2715400000000.0,2593600000000.0,2459200000000.0,2603100000000.0,2650200000000.0,2622900000000.0,2652900000000.0,2531900000000.0,2639500000000.0,2753100000000.0,2828600000000.0,2877200000000.0,2846500000000.0,2781900000000.0,2848800000000.0,3116400000000.0,3127500000000.0
640,C,False,46578000000000.0,46513000000000.0,46962000000000.0,46731000000000.0,47451000000000.0,46906000000000.0,46012000000000.0,46374000000000.0,46817000000000.0,47509000000000.0,48274000000000.0,48927000000000.0,49055000000000.0,49472000000000.0,49970000000000.0,49905000000000.0,49033000000000.0,48922000000000.0,48987000000000.0,49122000000000.0
641,C,False,10207000000000.0,10321000000000.0,10439000000000.0,10211000000000.0,11280000000000.0,10462000000000.0,10904000000000.0,10817000000000.0,10605000000000.0,11201000000000.0,11385000000000.0,10876000000000.0,10968000000000.0,10961000000000.0,10740000000000.0,10821000000000.0,12078000000000.0,11045000000000.0,11392000000000.0,11434000000000.0
642,C,False,0.0,56104000000.0,3918900000000.0,8412400000.0,18265000000.0,18012000000.0,48920000000.0,35811000000.0,25222000000.0,76448000000.0,81263000000.0,118840000000.0,142480000000.0,218480000000.0,204820000000.0,305670000000.0,495060000000.0,670010000000.0,885330000000.0,1334200000000.0
643,C,True,103760000000000.0,104110000000000.0,102430000000000.0,101390000000000.0,100980000000000.0,101740000000000.0,101150000000000.0,102570000000000.0,102480000000000.0,101540000000000.0,100900000000000.0,101150000000000.0,101990000000000.0,102040000000000.0,101870000000000.0,101400000000000.0,100710000000000.0,101710000000000.0,101200000000000.0,101040000000000.0
644,C,False,5651400000000.0,5785200000000.0,5923500000000.0,5898400000000.0,5533400000000.0,5615200000000.0,5782700000000.0,5341500000000.0,5038100000000.0,5542600000000.0,5414800000000.0,5240300000000.0,5391100000000.0,5240600000000.0,5284000000000.0,5200300000000.0,5554100000000.0,5042000000000.0,5311300000000.0,5095500000000.0
645,C,False,9174200000000.0,11006000000000.0,10831000000000.0,10989000000000.0,11270000000000.0,12002000000000.0,11782000000000.0,14563000000000.0,13301000000000.0,14621000000000.0,14697000000000.0,16725000000000.0,17524000000000.0,18727000000000.0,20026000000000.0,19539000000000.0,19826000000000.0,19862000000000.0,21263000000000.0,21423000000000.0
646,C,False,3940500000000.0,4042400000000.0,3890700000000.0,4045400000000.0,3958800000000.0,3955200000000.0,4020700000000.0,4079600000000.0,3938500000000.0,3967200000000.0,3958900000000.0,3956600000000.0,3797700000000.0,3631100000000.0,3766300000000.0,3793100000000.0,3437300000000.0,3371800000000.0,3468600000000.0,3324100000000.0
647,C,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796000000.0,60321000000.0,132250000000.0,144940000000.0,157750000000.0,263780000000.0,400930000000.0,1087700000000.0,956550000000.0,1480500000000.0
648,C,False,22147000000000.0,21824000000000.0,21626000000000.0,21463000000000.0,21243000000000.0,20948000000000.0,21062000000000.0,20579000000000.0,20872000000000.0,20635000000000.0,20437000000000.0,20215000000000.0,20476000000000.0,20186000000000.0,20261000000000.0,20017000000000.0,19923000000000.0,19520000000000.0,19569000000000.0,18043000000000.0
649,C,False,51040000000000.0,50929000000000.0,50693000000000.0,51244000000000.0,50828000000000.0,51313000000000.0,50838000000000.0,51413000000000.0,51362000000000.0,50656000000000.0,50122000000000.0,50075000000000.0,49137000000000.0,49308000000000.0,50090000000000.0,50155000000000.0,50938000000000.0,51219000000000.0,52121000000000.0,53897000000000.0
650,C,False,4401200000000.0,4539900000000.0,4466800000000.0,4661500000000.0,4696000000000.0,4681600000000.0,4750200000000.0,4643900000000.0,4499100000000.0,4387400000000.0,4484400000000.0,4489200000000.0,4489400000000.0,4298300000000.0,4223200000000.0,4184400000000.0,4030800000000.0,4009800000000.0,3887100000000.0,3842200000000.0
651,C,False,57322000000000.0,57254000000000.0,57962000000000.0,57602000000000.0,57748000000000.0,58098000000000.0,57503000000000.0,58130000000000.0,58859000000000.0,57652000000000.0,57053000000000.0,56927000000000.0,57402000000000.0,57763000000000.0,57063000000000.0,57019000000000.0,55916000000000.0,55760000000000.0,56140000000000.0,55719000000000.0
652,C,False,13273000000000.0,13437000000000.0,13727000000000.0,13578000000000.0,13555000000000.0,13701000000000.0,13616000000000.0,13209000000000.0,13723000000000.0,13498000000000.0,13737000000000.0,13464000000000.0,13597000000000.0,13424000000000.0,13401000000000.0,13218000000000.0,13091000000000.0,13021000000000.0,12884000000000.0,12839000000000.0
653,C,False,11751000000000.0,11702000000000.0,11745000000000.0,12045000000000.0,12005000000000.0,11948000000000.0,12320000000000.0,12138000000000.0,12162000000000.0,12137000000000.0,12078000000000.0,11936000000000.0,12276000000000.0,11756000000000.0,11416000000000.0,10870000000000.0,11147000000000.0,11024000000000.0,10736000000000.0,10535000000000.0
654,C,False,7945300000000.0,7615200000000.0,7532700000000.0,7338800000000.0,7364900000000.0,7249900000000.0,7368200000000.0,6985100000000.0,6974500000000.0,6983200000000.0,7239500000000.0,7041000000000.0,6884700000000.0,6986600000000.0,6892100000000.0,6932400000000.0,7020600000000.0,6882800000000.0,7212800000000.0,7131100000000.0
655,C,False,23269000000000.0,23704000000000.0,23830000000000.0,24094000000000.0,23913000000000.0,23750000000000.0,23339000000000.0,23218000000000.0,23643000000000.0,23667000000000.0,23130000000000.0,22953000000000.0,22691000000000.0,23108000000000.0,21769000000000.0,21765000000000.0,21096000000000.0,20893000000000.0,20581000000000.0,20873000000000.0
656,C,True,5632000000000.0,5823000000000.0,5668800000000.0,6083900000000.0,5309900000000.0,6807100000000.0,6596900000000.0,7194600000000.0,6725500000000.0,6253800000000.0,5735600000000.0,5585800000000.0,6720400000000.0,6146200000000.0,6214900000000.0,6591900000000.0,6721500000000.0,7330400000000.0,7396900000000.0,7463200000000.0
657,C,False,51777000000000.0,51406000000000.0,51459000000000.0,51539000000000.0,51136000000000.0,51297000000000.0,51486000000000.0,51923000000000.0,51832000000000.0,51167000000000.0,50228000000000.0,49593000000000.0,50554000000000.0,51048000000000.0,51876000000000.0,52592000000000.0,53311000000000.0,53821000000000.0,53213000000000.0,52702000000000.0
658,C,False,7585000000000.0,7764300000000.0,7422300000000.0,7566400000000.0,6563200000000.0,7357900000000.0,6519100000000.0,6550600000000.0,6221800000000.0,6598000000000.0,6313300000000.0,7195400000000.0,6624200000000.0,6973600000000.0,7748300000000.0,7648900000000.0,7961700000000.0,7864900000000.0,8261100000000.0,8378400000000.0
659,C,False,44631000000000.0,45119000000000.0,45048000000000.0,44747000000000.0,44611000000000.0,45065000000000.0,45819000000000.0,45074000000000.0,45600000000000.0,45114000000000.0,45000000000000.0,45046000000000.0,45562000000000.0,45184000000000.0,44721000000000.0,44699000000000.0,44503000000000.0,44428000000000.0,43898000000000.0,44036000000000.0
660,C,False,26858000000000.0,26717000000000.0,34026000000000.0,27473000000000.0,27802000000000.0,27506000000000.0,27428000000000.0,28003000000000.0,28204000000000.0,29159000000000.0,29604000000000.0,29685000000000.0,30528000000000.0,30914000000000.0,31698000000000.0,31834000000000.0,32907000000000.0,33519000000000.0,33274000000000.0,32013000000000.0
661,C,False,4871400000000.0,4762000000000.0,4917700000000.0,4961700000000.0,5072300000000.0,4923000000000.0,4756500000000.0,4822000000000.0,4980500000000.0,4910000000000.0,4899500000000.0,5191500000000.0,5247800000000.0,5184900000000.0,5316200000000.0,5081700000000.0,5120800000000.0,5348100000000.0,5626700000000.0,5646600000000.0
662,C,False,35540000000000.0,36338000000000.0,36315000000000.0,36393000000000.0,36405000000000.0,36087000000000.0,35943000000000.0,34908000000000.0,34724000000000.0,34260000000000.0,33256000000000.0,32340000000000.0,32060000000000.0,32044000000000.0,32132000000000.0,32799000000000.0,32418000000000.0,32843000000000.0,33054000000000.0,32669000000000.0
663,C,False,5824100000000.0,5806000000000.0,5780500000000.0,5989400000000.0,5825900000000.0,5950900000000.0,5950200000000.0,6108300000000.0,6235100000000.0,6298300000000.0,6334600000000.0,6428700000000.0,6586000000000.0,6835100000000.0,6709600000000.0,7541600000000.0,7684000000000.0,7622600000000.0,7766300000000.0,7502500000000.0
664,C,True,55536000000000.0,54861000000000.0,55286000000000.0,55096000000000.0,54851000000000.0,54380000000000.0,54373000000000.0,54808000000000.0,54958000000000.0,55928000000000.0,54982000000000.0,55901000000000.0,56701000000000.0,55407000000000.0,55310000000000.0,54919000000000.0,54331000000000.0,53955000000000.0,53194000000000.0,53110000000000.0
665,C,False,21342000000000.0,20640000000000.0,21086000000000.0,23070000000000.0,21958000000000.0,21252000000000.0,21695000000000.0,22219000000000.0,21083000000000.0,22573000000000.0,20702000000000.0,21015000000000.0,20884000000000.0,20729000000000.0,19975000000000.0,20364000000000.0,20536000000000.0,21205000000000.0,20763000000000.0,19564000000000.0
666,C,False,90157000000000.0,88564000000000.0,87520000000000.0,88209000000000.0,87877000000000.0,87429000000000.0,86161000000000.0,86687000000000.0,87706000000000.0,87416000000000.0,87509000000000.0,87082000000000.0,87814000000000.0,87624000000000.0,87513000000000.0,87083000000000.0,86778000000000.0,86636000000000.0,86751000000000.0,86412000000000.0
667,C,False,38962000000000.0,39233000000000.0,39413000000000.0,40209000000000.0,39884000000000.0,40069000000000.0,40073000000000.0,39789000000000.0,40146000000000.0,40376000000000.0,40464000000000.0,39545000000000.0,39291000000000.0,38910000000000.0,38422000000000.0,39520000000000.0,39516000000000.0,39246000000000.0,39545000000000.0,39971000000000.0
668,C,False,75925000000000.0,74811000000000.0,74214000000000.0,74023000000000.0,73036000000000.0,72931000000000.0,72375000000000.0,71741000000000.0,71253000000000.0,70453000000000.0,70788000000000.0,70761000000000.0,70412000000000.0,70614000000000.0,70202000000000.0,70445000000000.0,70267000000000.0,70456000000000.0,71020000000000.0,71178000000000.0
669,C,False,26861000000000.0,27030000000000.0,25926000000000.0,25581000000000.0,24804000000000.0,24355000000000.0,24095000000000.0,23753000000000.0,24047000000000.0,23859000000000.0,23910000000000.0,23716000000000.0,23445000000000.0,23661000000000.0,24105000000000.0,24208000000000.0,23789000000000.0,24102000000000.0,23854000000000.0,23682000000000.0
