,FLARE_TYPE,COINCIDENCE,TOTPOT_1,TOTPOT_2,TOTPOT_3,TOTPOT_4,TOTPOT_5,TOTPOT_6,TOTPOT_7,TOTPOT_8,TOTPOT_9,TOTPOT_10
1950,N,False,3.3474e+22,3.3474e+22,3.3738e+22,3.3593e+22,3.4811e+22,3.4378e+22,3.3646e+22,3.302e+22,3.1949e+22,3.1337e+22
1951,N,False,1.5386e+22,1.572e+22,1.6244e+22,1.5672e+22,1.5845e+22,1.6521e+22,1.6462e+22,1.5998e+22,1.5908e+22,1.5635e+22
1952,N,False,5.0232e+20,4.6116e+21,4.6819e+21,4.7736e+21,5.1576e+21,5.0465e+21,5.1458e+21,5.571e+21,5.9769e+21,6.4401e+21
1953,N,False,1.8476e+22,1.8228e+22,1.8699e+22,1.8707e+22,1.8308e+22,1.8189e+22,1.8184e+22,1.7585e+22,1.794e+22,1.8137e+22
1954,N,False,2.067e+22,2.0862e+22,1.9883e+22,2.0657e+22,2.0183e+22,2.0042e+22,2.0825e+22,2.2185e+22,2.2249e+22,2.3247e+22
1955,N,False,7.045e+21,7.0627e+21,7.0419e+21,7.0552e+21,7.093e+21,6.9556e+21,7.0044e+21,7.0818e+21,7.023e+21,7.1075e+21
1956,N,False,6.21e+20,5.9744e+20,5.3599e+20,6.4768e+20,6.0258e+20,5.4852e+20,5.6191e+20,6.542e+20,7.0724e+20,7.2845e+20
1957,N,False,5.6796e+22,5.9749e+22,5.6196e+22,6.1563e+22,6.3049e+22,6.5145e+22,6.6978e+22,6.7006e+22,6.1371e+22,6.8222e+22
1958,N,False,4.7018e+21,4.7237e+21,4.9915e+21,4.8816e+21,4.8819e+21,5.1799e+21,5.3925e+21,5.6823e+21,5.979e+21,5.952e+21
1959,N,False,4.4379e+22,4.6262e+22,4.6321e+22,4.9515e+22,5.0202e+22,4.9904e+22,5.0471e+22,5.137e+22,5.2532e+22,5.1861e+22
1960,N,False,1.2062e+22,1.2063e+22,1.2197e+22,1.2116e+22,1.2228e+22,1.1875e+22,1.1943e+22,1.1898e+22,1.1627e+22,1.091e+22
1961,N,False,1.2467e+22,1.2281e+22,1.1832e+22,1.1856e+22,1.2357e+22,1.2206e+22,1.2517e+22,1.2682e+22,1.2897e+22,1.2496e+22
1962,N,False,5.9571e+21,6.5641e+21,6.6396e+21,6.6437e+21,6.4343e+21,5.9621e+21,5.8295e+21,5.8777e+21,6.2416e+21,5.9282e+21
1963,N,False,1.009e+22,1.0301e+22,1.0323e+22,9.8059e+21,9.7274e+21,9.6982e+21,1.0034e+22,9.4874e+21,9.348e+21,9.6106e+21
1964,N,False,2.6972e+21,2.7295e+21,2.6071e+21,2.3854e+21,2.3347e+21,2.4908e+21,2.3291e+21,2.523e+21,2.6836e+21,2.5318e+21
1965,N,False,4.3474e+21,4.0511e+21,3.9272e+21,3.8881e+21,3.9347e+21,4.0028e+21,4.0579e+21,4.2699e+21,4.2642e+21,4.3559e+21
1966,N,False,6.5632e+21,6.3982e+21,6.7561e+21,7.0752e+21,6.8496e+21,6.9932e+21,7.2015e+21,7.2606e+21,6.9863e+21,6.9567e+21
1967,N,False,3.5882e+22,3.5161e+22,3.517e+22,3.4249e+22,3.4386e+22,3.5371e+22,3.487e+22,3.4287e+22,3.3493e+22,3.3246e+22
1968,N,False,1.6784e+23,1.6735e+23,1.6695e+23,1.6746e+23,1.674e+23,1.666e+23,1.6565e+23,1.6671e+23,1.6613e+23,1.6613e+23
1969,N,False,1.6784e+23,1.6735e+23,1.6695e+23,1.6746e+23,1.674e+23,1.666e+23,1.6565e+23,1.6671e+23,1.6613e+23,1.6613e+23
1970,N,False,2.1934e+21,2.4253e+21,2.5051e+21,2.6727e+21,2.5821e+21,2.7824e+21,2.9778e+21,2.7361e+21,2.7396e+21,2.6813e+21
1971,N,False,1.6544e+22,1.6265e+22,1.5726e+22,1.5601e+22,1.5661e+22,1.6327e+22,1.6612e+22,1.6271e+22,1.5537e+22,1.5825e+22
1972,N,False,2.1209e+23,2.1026e+23,2.0973e+23,2.0934e+23,2.082e+23,2.0674e+23,2.0703e+23,2.0645e+23,2.0643e+23,2.0475e+23
1973,N,False,2.7419e+22,2.6837e+22,2.6258e+22,2.5471e+22,2.5051e+22,2.3708e+22,2.3306e+22,2.2907e+22,2.2684e+22,2.2182e+22
1974,N,False,1.5474e+23,1.5477e+23,1.5345e+23,1.5478e+23,1.5652e+23,1.5635e+23,1.5322e+23,1.5296e+23,1.5381e+23,1.5434e+23
1975,N,False,2.3573e+22,2.3293e+22,2.2853e+22,2.1812e+22,2.1377e+22,2.0519e+22,2.03e+22,1.9748e+22,1.9274e+22,1.9028e+22
1976,N,False,3.5115e+23,3.5217e+23,3.5493e+23,3.5359e+23,3.517e+23,3.5241e+23,3.515e+23,3.5058e+23,3.5012e+23,3.4756e+23
1977,N,False,2.3573e+22,2.3293e+22,2.2853e+22,2.1812e+22,2.1377e+22,2.0519e+22,2.03e+22,1.9748e+22,1.9274e+22,1.9028e+22
1978,N,False,2.4617e+23,2.5068e+23,2.5363e+23,2.5604e+23,2.571e+23,2.6e+23,2.6192e+23,2.6516e+23,2.6578e+23,2.6915e+23
1979,N,False,2.638e+21,2.5142e+21,2.4428e+21,2.3161e+21,2.0709e+21,2.1306e+21,2.0838e+21,2.1557e+21,2.1176e+21,2.2395e+21
1980,N,False,1.2552e+22,1.2156e+22,1.2477e+22,1.2737e+22,1.3415e+22,1.273e+22,1.2579e+22,1.2426e+22,1.2291e+22,1.2405e+22
1981,N,False,5.1098e+23,5.1583e+23,5.174e+23,5.2078e+23,5.2423e+23,5.266e+23,5.2611e+23,5.2852e+23,5.23e+23,5.2445e+23
1982,N,False,2.6482e+22,2.7389e+22,2.8428e+22,2.8683e+22,2.9246e+22,2.8962e+22,2.9715e+22,2.931e+22,2.9685e+22,2.959e+22
1983,N,False,7.4638e+22,7.5583e+22,7.5992e+22,7.6384e+22,7.6491e+22,7.6542e+22,7.6351e+22,7.6332e+22,7.6546e+22,7.608e+22
1984,N,False,1.0171e+24,1.0178e+24,1.0263e+24,1.027e+24,1.0304e+24,1.0321e+24,1.0309e+24,1.0335e+24,1.0402e+24,1.0432e+24
1985,N,False,1.3084e+22,1.3549e+22,1.3206e+22,1.3053e+22,1.2865e+22,1.197e+22,1.2532e+22,1.2253e+22,1.2549e+22,1.2246e+22
1986,N,False,5.0678e+22,5.0063e+22,5.0259e+22,4.9654e+22,4.8848e+22,4.8445e+22,4.9063e+22,4.9249e+22,4.9374e+22,4.9393e+22
1987,N,False,4.1203e+23,4.1012e+23,4.1005e+23,4.0965e+23,4.1158e+23,4.1e+23,4.1014e+23,4.0867e+23,4.0629e+23,4.0606e+23
1988,N,False,6.5516e+22,6.6115e+22,6.6021e+22,6.6152e+22,6.6315e+22,6.7308e+22,6.7573e+22,6.6693e+22,6.9472e+22,6.8183e+22
1989,N,False,5.9466e+21,5.879e+21,5.7032e+21,5.6101e+21,5.2376e+21,5.3365e+21,5.2751e+21,5.1331e+21,5.4844e+21,5.4609e+21
1990,N,False,6.6175e+21,6.3489e+21,6.1451e+21,6.112e+21,6.2004e+21,6.4102e+21,6.7389e+21,6.9099e+21,6.7705e+21,6.8269e+21
1991,N,False,3.3611e+22,3.3799e+22,3.4818e+22,3.5169e+22,3.548e+22,3.6752e+22,3.6706e+22,3.8839e+22,3.8786e+22,4.1089e+22
1992,N,False,2.2113e+22,2.1385e+22,2.1342e+22,2.0956e+22,2.1076e+22,2.0063e+22,2.0636e+22,1.9398e+22,1.9512e+22,1.8907e+22
1993,N,False,5.2146e+21,4.9022e+21,4.9757e+21,4.6487e+21,4.4542e+21,4.1909e+21,4.2021e+21,4.2282e+21,4.5526e+21,4.2735e+21
1994,N,False,2.0151e+22,2.0351e+22,2.1062e+22,2.1013e+22,2.0559e+22,2.1051e+22,2.1244e+22,2.2667e+22,2.2715e+22,2.2992e+22
1995,N,False,1.7399e+22,1.7231e+22,1.6828e+22,1.6225e+22,1.5749e+22,1.6144e+22,1.5737e+22,1.6548e+22,1.6211e+22,1.703e+22
1996,N,False,6.2423e+21,6.0163e+21,5.9786e+21,6.0899e+21,6.0012e+21,6.0304e+21,5.8223e+21,5.6272e+21,5.3682e+21,5.294e+21
1997,N,False,1.5886e+23,1.5911e+23,1.584e+23,1.5799e+23,1.5687e+23,1.5641e+23,1.5702e+23,1.5751e+23,1.5811e+23,1.5796e+23
1998,N,False,1.2319e+22,1.1897e+22,1.1785e+22,1.1502e+22,1.1116e+22,1.0991e+22,1.0858e+22,1.0757e+22,1.0417e+22,1.0234e+22
1999,N,False,9.5662e+22,9.6711e+22,9.8869e+22,9.7801e+22,9.7071e+22,9.9539e+22,1.0018e+23,1.0118e+23,9.9051e+22,9.8919e+22
2000,N,False,4.9518e+20,6.4625e+20,7.562e+20,9.0728e+20,9.1393e+20,8.4623e+20,6.3828e+20,5.9683e+20,6.2252e+20,5.8086e+20
2001,N,False,3.285e+21,3.4776e+21,3.5995e+21,3.5617e+21,3.3254e+21,3.4239e+21,3.2352e+21,3.1969e+21,3.2312e+21,3.2066e+21
2002,N,False,5.9937e+21,6.0878e+21,6.1151e+21,6.3218e+21,6.8003e+21,6.4174e+21,6.3884e+21,6.7791e+21,6.7182e+21,6.4722e+21
2003,N,False,1.0324e+22,1.0196e+22,1.0091e+22,1.0617e+22,1.0823e+22,1.0842e+22,1.1026e+22,1.1072e+22,1.0282e+22,1.0228e+22
2004,N,False,4.9439e+21,5.041e+21,4.7253e+21,4.7927e+21,4.7503e+21,4.894e+21,4.6945e+21,4.6662e+21,4.5469e+21,4.6399e+21
2005,N,False,6.7753e+22,6.645e+22,6.7197e+22,6.5869e+22,6.563e+22,6.5119e+22,6.3654e+22,6.3563e+22,6.2588e+22,6.2231e+22
2006,N,False,1.9813e+21,1.8445e+21,1.7859e+21,1.7686e+21,1.711e+21,1.7845e+21,1.7658e+21,1.7028e+21,1.6039e+21,1.7034e+21
2007,N,False,2.8368e+23,2.836e+23,2.8481e+23,2.8648e+23,2.8367e+23,2.8055e+23,2.8349e+23,2.8973e+23,2.9272e+23,2.9628e+23
2008,N,False,3.666e+23,3.664e+23,3.6614e+23,3.6898e+23,3.691e+23,3.6923e+23,3.6742e+23,3.6683e+23,3.6604e+23,3.6487e+23
2009,N,False,3.3323e+23,3.373e+23,3.4026e+23,3.4365e+23,3.4363e+23,3.4643e+23,3.4973e+23,3.5215e+23,3.5241e+23,3.5432e+23
2010,N,False,9.2825e+21,9.0393e+21,8.8945e+21,8.6514e+21,8.6637e+21,8.2278e+21,8.5408e+21,7.9894e+21,8.0698e+21,8.035e+21
2011,N,False,3.4761e+21,3.2339e+21,3.0258e+21,3.0526e+21,2.9527e+21,3.0588e+21,2.9965e+21,3.0234e+21,3.2819e+21,3.1318e+21
2012,N,False,4.7449e+21,4.8138e+21,4.7057e+21,4.7164e+21,4.6479e+21,4.3837e+21,4.4299e+21,4.7182e+21,4.4938e+21,4.4657e+21
2013,N,False,4.1108e+21,4.048e+21,4.034e+21,4.1242e+21,4.2004e+21,4.0212e+21,4.3157e+21,4.3615e+21,4.5274e+21,4.4169e+21
2014,N,False,1.9688e+23,1.9709e+23,1.9664e+23,1.945e+23,1.9497e+23,1.9419e+23,1.9496e+23,1.9465e+23,1.9405e+23,1.9342e+23
2015,N,False,5.4438e+22,5.4666e+22,5.4063e+22,5.449e+22,5.5129e+22,5.3412e+22,5.279e+22,5.3009e+22,5.2421e+22,5.155e+22
2016,N,False,1.177e+22,1.2087e+22,1.2307e+22,1.2076e+22,1.0954e+22,1.08e+22,1.0312e+22,9.7503e+21,9.6879e+21,9.163e+21
2017,N,False,1.0177e+23,1.0207e+23,1.0147e+23,1.0138e+23,1.0084e+23,1.0005e+23,1.0077e+23,1.007e+23,1.0021e+23,1.0046e+23
2018,N,False,5.8793e+21,5.9811e+21,6.1507e+21,6.0407e+21,6.105e+21,6.3111e+21,6.3983e+21,6.5025e+21,6.2464e+21,6.4254e+21
2019,N,False,2.1044e+22,2.0699e+22,2.0777e+22,2.1086e+22,2.1622e+22,2.1498e+22,2.1295e+22,2.1793e+22,2.1625e+22,2.1343e+22
2020,N,False,7.5026e+22,7.4443e+22,7.3587e+22,7.2844e+22,7.2775e+22,7.4028e+22,7.4197e+22,7.3545e+22,7.4365e+22,7.2725e+22
2021,N,False,2.8695e+22,2.8154e+22,2.779e+22,2.8149e+22,2.6827e+22,2.6449e+22,2.6793e+22,2.7152e+22,2.7098e+22,2.7304e+22
2022,N,False,2.7136e+22,2.7466e+22,2.7687e+22,2.6876e+22,2.703e+22,2.8463e+22,2.8889e+22,2.8992e+22,2.7615e+22,2.5703e+22
2023,N,False,1.6385e+23,1.6466e+23,1.6354e+23,1.6296e+23,1.6357e+23,1.6346e+23,1.6441e+23,1.6265e+23,1.6234e+23,1.6264e+23
2024,N,False,4.0322e+21,3.7474e+21,3.7563e+21,3.5842e+21,3.7378e+21,3.6322e+21,3.557e+21,3.4584e+21,3.306e+21,3.3054e+21
2025,N,False,5.6889e+21,5.5571e+21,5.5273e+21,5.352e+21,5.1733e+21,5.1609e+21,4.9022e+21,4.7735e+21,4.5504e+21,4.4246e+21
2026,N,False,1.2308e+23,1.2249e+23,1.2167e+23,1.2285e+23,1.2043e+23,1.2069e+23,1.2063e+23,1.1889e+23,1.182e+23,1.1647e+23
2027,N,False,7.6328e+20,8.3487e+20,8.0719e+20,8.4615e+20,7.8396e+20,7.15e+20,7.6493e+20,6.606e+20,6.3091e+20,6.1658e+20
2028,N,False,2.4388e+22,2.5145e+22,2.4878e+22,2.5035e+22,2.416e+22,2.3735e+22,2.4115e+22,2.3476e+22,2.3612e+22,2.3834e+22
2029,N,False,6.2643e+22,6.2765e+22,6.2565e+22,6.3497e+22,6.4346e+22,6.5617e+22,6.645e+22,6.7602e+22,6.7431e+22,6.998e+22
2030,N,False,4.0172e+22,3.9701e+22,3.989e+22,3.999e+22,4.0481e+22,4.0665e+22,4.0275e+22,3.9336e+22,3.9776e+22,4.0232e+22
2031,N,False,6.4766e+21,5.935e+21,5.6678e+21,5.8778e+21,6.0443e+21,5.8255e+21,5.3658e+21,5.2729e+21,5.0483e+21,5.1323e+21
2032,N,False,3.7232e+21,3.8205e+21,3.8541e+21,3.7325e+21,3.9134e+21,4.1445e+21,4.4266e+21,4.2873e+21,3.9777e+21,3.988e+21
2033,N,False,2.6516e+22,2.7975e+22,2.8775e+22,2.7762e+22,2.7331e+22,2.6828e+22,2.744e+22,2.7468e+22,2.8949e+22,2.9597e+22
2034,N,False,4.6694e+20,5.6211e+20,5.4456e+20,0.0,0.0,0.0,0.0,0.0,0.0,4.7032e+20
2035,N,False,3.6563e+21,3.5006e+21,3.572e+21,3.3217e+21,3.3846e+21,3.4071e+21,3.329e+21,3.302e+21,3.434e+21,3.387e+21
2036,N,False,1.3288e+22,1.3267e+22,1.2872e+22,1.3169e+22,1.3073e+22,1.3212e+22,1.3442e+22,1.3072e+22,1.3487e+22,1.3761e+22
2037,N,False,6.8399e+22,6.7535e+22,6.7178e+22,6.781e+22,6.7172e+22,6.6652e+22,6.739e+22,6.7669e+22,6.7684e+22,6.7767e+22
2038,N,False,2.0129e+23,2.0116e+23,2.0006e+23,1.9809e+23,1.9775e+23,1.9866e+23,1.968e+23,1.9676e+23,1.9507e+23,1.9705e+23
2039,N,False,1.8557e+22,1.8885e+22,1.8445e+22,1.8136e+22,1.8156e+22,1.8092e+22,1.8401e+22,1.8182e+22,1.8516e+22,1.8878e+22
2040,N,False,4.3123e+22,4.3559e+22,4.3447e+22,4.2652e+22,4.2475e+22,4.3173e+22,4.2362e+22,4.2046e+22,4.1687e+22,4.1177e+22
2041,N,False,5.7077e+21,5.6781e+21,5.7625e+21,5.8101e+21,5.7791e+21,5.8744e+21,5.7059e+21,6.0896e+21,5.6375e+21,6.0056e+21
2042,N,False,3.9545e+23,3.9302e+23,3.9154e+23,3.925e+23,3.9431e+23,3.9218e+23,3.9284e+23,3.9374e+23,3.9708e+23,3.964e+23
2043,N,False,1.5649e+22,1.5486e+22,1.6456e+22,1.6575e+22,1.664e+22,1.7399e+22,2.1395e+22,2.2472e+22,1.9019e+22,1.9207e+22
2044,N,False,2.2304e+22,2.2019e+22,2.2133e+22,2.1405e+22,2.1998e+22,2.3484e+22,2.326e+22,2.3849e+22,2.4939e+22,2.5267e+22
2045,N,False,2.2304e+22,2.2019e+22,2.2133e+22,2.1405e+22,2.1998e+22,2.3484e+22,2.326e+22,2.3849e+22,2.4939e+22,2.5267e+22
2046,N,False,3.4216e+23,3.4281e+23,3.4458e+23,3.4619e+23,3.4795e+23,3.4605e+23,3.4616e+23,3.458e+23,3.4541e+23,3.4922e+23
2047,N,False,1.2401e+23,1.238e+23,1.2233e+23,1.2135e+23,1.2167e+23,1.2154e+23,1.196e+23,1.1937e+23,1.1944e+23,1.1977e+23
2048,N,False,2.0544e+21,2.1017e+21,2.189e+21,2.3587e+21,2.3837e+21,2.4521e+21,2.4395e+21,2.4894e+21,2.4679e+21,2.674e+21
2049,N,False,5.0621e+21,5.215e+21,5.1375e+21,4.6599e+21,4.6717e+21,4.7242e+21,4.5695e+21,4.6811e+21,4.5748e+21,4.6527e+21
2050,N,False,7.6293e+23,7.6342e+23,7.6568e+23,7.644e+23,7.6497e+23,7.6617e+23,7.6556e+23,7.6607e+23,7.6587e+23,7.6325e+23
2051,N,False,3.4471e+21,3.5028e+21,3.6909e+21,3.6238e+21,3.6387e+21,3.9015e+21,4.2749e+21,4.2996e+21,4.5263e+21,4.3462e+21
2052,N,False,3.99e+21,3.8703e+21,3.9293e+21,3.9596e+21,3.9219e+21,4.0103e+21,4.0005e+21,3.7225e+21,3.822e+21,3.7343e+21
2053,N,False,5.6444e+21,5.6183e+21,5.627e+21,5.4817e+21,5.3065e+21,5.4146e+21,5.1774e+21,5.0891e+21,5.1055e+21,5.0631e+21
2054,N,False,4.7616e+21,4.7336e+21,4.9408e+21,4.9724e+21,4.6839e+21,4.5977e+21,4.6088e+21,4.6926e+21,4.7175e+21,4.758e+21
2055,N,False,3.352e+21,3.6243e+21,3.3299e+21,3.4219e+21,3.4916e+21,3.8238e+21,3.7524e+21,3.9694e+21,3.5137e+21,3.3991e+21
2056,N,False,6.8376e+21,6.7977e+21,6.7138e+21,6.4566e+21,6.2514e+21,6.272e+21,6.2082e+21,6.0901e+21,6.5328e+21,6.1603e+21
2057,N,False,3.009e+22,3.0849e+22,3.0039e+22,2.9985e+22,2.9403e+22,2.9725e+22,2.9925e+22,3.0096e+22,2.9844e+22,2.9808e+22
2058,N,False,3.2563e+22,3.2104e+22,3.2084e+22,3.2395e+22,6.2351e+22,3.1965e+22,3.2017e+22,3.1688e+22,3.1659e+22,3.1927e+22
2059,N,False,1.3455e+21,1.2479e+21,1.1079e+21,1.0328e+21,1.016e+21,1.0406e+21,1.1643e+21,1.2351e+21,1.2713e+21,1.407e+21
2060,N,False,2.6219e+23,2.6559e+23,2.6434e+23,2.6478e+23,2.6568e+23,2.66e+23,2.6459e+23,2.6327e+23,2.643e+23,2.6132e+23
2061,N,False,1.5283e+21,1.5396e+21,1.4827e+21,1.4424e+21,1.4523e+21,1.4849e+21,1.4305e+21,1.5187e+21,1.5187e+21,1.5955e+21
2062,N,False,2.8259e+23,2.87e+23,2.9083e+23,2.9575e+23,2.989e+23,2.9722e+23,2.9555e+23,2.9604e+23,2.9789e+23,2.9755e+23
2063,N,False,7.4252e+21,7.2171e+21,7.2693e+21,7.3769e+21,7.2862e+21,7.3756e+21,7.3694e+21,7.5125e+21,7.3429e+21,7.4526e+21
2064,N,False,5.1261e+22,5.1433e+22,5.1189e+22,5.0745e+22,5.0497e+22,5.1298e+22,5.1114e+22,5.1313e+22,5.1399e+22,5.0182e+22
2065,N,False,3.5331e+22,3.4835e+22,3.6405e+22,3.7942e+22,3.8095e+22,3.8842e+22,3.8161e+22,3.8274e+22,3.9542e+22,3.8003e+22
2066,N,False,1.0325e+23,1.0262e+23,1.0241e+23,1.0223e+23,1.0208e+23,1.0245e+23,1.022e+23,1.0264e+23,1.0339e+23,1.04e+23
2067,N,False,3.1688e+22,3.1797e+22,3.1611e+22,3.1462e+22,3.115e+22,3.0997e+22,3.0963e+22,3.1243e+22,3.1767e+22,3.1853e+22
2068,N,False,3.0319e+21,2.7804e+21,2.5601e+21,2.6423e+21,2.6218e+21,2.8167e+21,2.6912e+21,2.7947e+21,3.0729e+21,2.7993e+21
2069,N,False,2.0135e+23,1.994e+23,1.998e+23,1.9998e+23,2.0081e+23,2.0161e+23,2.0297e+23,2.0141e+23,2.0309e+23,2.0049e+23
2070,N,False,4.1231e+22,4.0915e+22,4.1475e+22,4.0782e+22,4.0869e+22,4.0356e+22,4.1177e+22,4.0864e+22,4.0198e+22,4.0657e+22
2071,N,False,1.4082e+22,1.3854e+22,1.3308e+22,1.3151e+22,1.3255e+22,1.4006e+22,1.3543e+22,1.3809e+22,1.4281e+22,1.3722e+22
2072,N,False,5.5249e+22,5.5388e+22,5.554e+22,5.4866e+22,5.5553e+22,5.6294e+22,5.6241e+22,5.6347e+22,5.6949e+22,5.6735e+22
2073,N,False,2.3261e+22,2.2905e+22,2.2435e+22,2.2789e+22,2.3052e+22,2.2883e+22,2.291e+22,2.2744e+22,2.3058e+22,2.294e+22
2074,N,False,6.7735e+21,6.4008e+21,6.4609e+21,6.4285e+21,6.3411e+21,6.3669e+21,6.3675e+21,6.2383e+21,6.1238e+21,6.2352e+21
2075,N,False,1.7827e+22,1.7682e+22,1.7196e+22,1.7439e+22,1.7065e+22,1.6706e+22,1.6999e+22,1.7138e+22,1.7073e+22,1.7111e+22
2076,N,False,1.1472e+22,1.1538e+22,1.1115e+22,1.1157e+22,1.11e+22,1.1238e+22,1.2118e+22,1.2119e+22,1.1917e+22,1.2257e+22
2077,N,False,6.0868e+21,5.9462e+21,6.0614e+21,5.8352e+21,5.6168e+21,5.5342e+21,5.4981e+21,5.4831e+21,5.7771e+21,5.5811e+21
2078,N,False,8.7043e+21,9.1917e+21,8.95e+21,8.8312e+21,8.1941e+21,8.2271e+21,7.9652e+21,7.62e+21,7.3665e+21,6.9754e+21
2079,N,False,1.2025e+22,1.2428e+22,1.285e+22,1.2871e+22,1.3068e+22,1.3766e+22,1.4162e+22,1.4334e+22,1.3782e+22,1.3562e+22
2080,N,False,1.8662e+22,1.8153e+22,1.8084e+22,1.7636e+22,1.7497e+22,1.6987e+22,1.7292e+22,1.6787e+22,1.7417e+22,1.7658e+22
2081,N,False,3.4095e+23,3.4065e+23,3.4155e+23,3.4149e+23,3.4053e+23,3.3774e+23,3.3448e+23,3.3636e+23,3.3621e+23,3.3579e+23
2082,N,False,4.144e+22,4.0167e+22,4.1707e+22,4.0215e+22,4.0001e+22,4.0059e+22,3.9903e+22,3.9296e+22,3.8756e+22,3.8683e+22
2083,N,False,9.7626e+22,9.7059e+22,9.745e+22,9.6921e+22,9.6112e+22,9.667e+22,9.6821e+22,9.7301e+22,9.8045e+22,9.8553e+22
2084,N,False,1.9921e+22,1.9274e+22,1.9281e+22,1.9349e+22,1.9732e+22,1.9796e+22,2.0026e+22,2.0481e+22,2.0574e+22,1.9948e+22
2085,N,False,1.8101e+22,1.8042e+22,1.8367e+22,1.8753e+22,1.8299e+22,1.8064e+22,1.7856e+22,1.8339e+22,1.7796e+22,1.7268e+22
2086,N,False,8.2343e+23,8.1532e+23,8.1538e+23,8.1457e+23,8.1378e+23,8.1518e+23,8.1661e+23,8.1768e+23,8.1171e+23,8.1006e+23
2087,N,False,1.9881e+22,2.0141e+22,2.0111e+22,1.9432e+22,1.9173e+22,1.9628e+22,1.9344e+22,1.9184e+22,1.9301e+22,1.9535e+22
2088,N,False,8.8566e+21,9.2203e+21,9.0753e+21,8.9249e+21,9.195e+21,8.8188e+21,8.4302e+21,8.5555e+21,8.5673e+21,8.6364e+21
2089,N,False,7.2641e+21,7.3968e+21,7.3496e+21,7.5776e+21,7.639e+21,7.8205e+21,7.6746e+21,7.4909e+21,7.1573e+21,7.0161e+21
2090,N,False,3.5651e+22,3.6143e+22,3.6316e+22,3.6771e+22,3.6539e+22,3.6062e+22,3.67e+22,3.5897e+22,3.6444e+22,3.7425e+22
2091,N,False,1.8038e+22,1.7369e+22,1.7151e+22,1.6763e+22,1.6822e+22,1.7149e+22,1.7789e+22,1.702e+22,1.7166e+22,1.7746e+22
2092,N,False,5.2052e+21,5.4499e+21,5.6073e+21,6.245e+21,6.441e+21,6.6451e+21,6.7288e+21,6.9015e+21,7.048e+21,7.1798e+21
2093,N,False,2.0884e+23,2.0716e+23,2.0594e+23,2.058e+23,2.0663e+23,2.0536e+23,2.0465e+23,2.0223e+23,2.0212e+23,2.0112e+23
2094,N,False,1.5601e+22,1.5616e+22,1.5591e+22,1.5381e+22,1.5233e+22,1.5029e+22,1.5234e+22,1.4718e+22,1.4348e+22,1.4987e+22
2095,N,False,7.3302e+21,7.5219e+21,7.8145e+21,7.7237e+21,7.5525e+21,7.6145e+21,8.1945e+21,8.9488e+21,8.4015e+21,8.4396e+21
2096,N,False,8.5619e+21,8.0823e+21,7.9548e+21,8.7081e+21,8.9168e+21,9.4438e+21,9.0978e+21,8.7218e+21,8.8782e+21,8.5604e+21
2097,N,False,1.9654e+23,1.9542e+23,1.9517e+23,1.9348e+23,1.9038e+23,1.8722e+23,1.8667e+23,1.86e+23,1.8333e+23,1.8427e+23
2098,N,False,4.6722e+21,4.5195e+21,4.4967e+21,4.4722e+21,4.5366e+21,4.6356e+21,4.6872e+21,4.6784e+21,4.828e+21,4.8034e+21
2099,N,False,2.2627e+22,2.2846e+22,2.2885e+22,2.3097e+22,2.2451e+22,2.2272e+22,2.1701e+22,2.1645e+22,2.1471e+22,2.1334e+22
2100,N,False,9.554e+21,9.7783e+21,9.5355e+21,9.9356e+21,9.4282e+21,9.3332e+21,8.9318e+21,8.8596e+21,8.6227e+21,8.0826e+21
2101,N,False,3.1154e+22,3.0946e+22,3.0143e+22,3.0481e+22,3.0559e+22,3.0766e+22,3.1543e+22,3.1308e+22,3.1026e+22,3.0416e+22
2102,N,False,5.382e+23,5.3848e+23,5.3888e+23,5.3954e+23,5.4093e+23,5.3996e+23,5.3897e+23,5.3617e+23,5.3395e+23,5.3364e+23
2103,N,False,1.8028e+22,1.8161e+22,1.7829e+22,1.827e+22,1.7978e+22,1.7496e+22,1.7228e+22,1.7456e+22,1.7641e+22,1.8089e+22
2104,N,False,1.3737e+23,1.3521e+23,1.3746e+23,1.3765e+23,1.3648e+23,1.3533e+23,1.3582e+23,1.3567e+23,1.3459e+23,1.3361e+23
2105,N,False,5.7055e+22,5.6347e+22,5.6282e+22,5.7033e+22,5.682e+22,5.5631e+22,5.53e+22,5.441e+22,5.3954e+22,5.2988e+22
2106,N,False,1.5825e+22,1.5525e+22,1.5197e+22,1.5518e+22,1.5358e+22,1.536e+22,1.4928e+22,1.4255e+22,1.4604e+22,1.4422e+22
2107,N,False,5.7579e+21,5.5445e+21,6.4708e+21,6.907e+21,7.3745e+21,8.2622e+21,9.7586e+21,1.0873e+22,1.1074e+22,1.347e+22
2108,N,False,2.1981e+22,2.1627e+22,2.1394e+22,2.1151e+22,2.0515e+22,2.0289e+22,1.9758e+22,1.8854e+22,1.8525e+22,1.8384e+22
2109,N,False,3.8587e+21,3.6645e+21,3.7721e+21,3.6993e+21,3.5686e+21,3.5625e+21,3.5116e+21,3.5945e+21,3.4924e+21,3.2685e+21
2110,N,False,6.3547e+23,6.3642e+23,6.3584e+23,6.4261e+23,6.4286e+23,6.4753e+23,6.4884e+23,6.492e+23,6.548e+23,6.6113e+23
